Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Destination Country	Permit #	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	Account Number	Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
KURNIA JAYA. UD		KURNIA JAYA. UD	JL LETDA KAJENG NO 20	DENPASAR				X	00004195	13/05/2026			A	TPG 011G	10	CORNICE ADH APLUS @ 20 KG	Rp58.558,559	Rp65.000,00	0%	Rp585.585,59	Rp650.000,00			Sale; KURNIA JAYA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp64.414,41			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3789

SARI BUANA, MENGWI		SARI BUANA, MENGWI	JL MENGWI BATURITI, BR. DELOD BALEAGUNG	BADUNG				X	00004197	13/05/2026			A	ATAP 109GBT	150	GO GREEN HIJAU 180 X 80	Rp49.099,0991	Rp54.500,00	0%	Rp7.364.864,86	Rp8.175.000,00			Sale; SARI BUANA, MENGWI	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp810.135,14			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4272

AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00004111	15/05/2026			A	BRD 242GBT	17	GYPS E-BOARD 9 MM (120 X 240)	Rp45.945,9459	Rp51.000,00	0%	Rp781.081,08	Rp867.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp85.918,92			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433
AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00004111	15/05/2026			A	RGK 001 GBT	40	HOLLOW S 2 X 4 0,35	Rp18.738,7388	Rp20.800,00	0%	Rp749.549,55	Rp832.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp82.450,45			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433
AKAR INDAH. UD		AKAR INDAH. UD	JL. NANGKA SELATAN NO. 112	DENPASAR				X	00004111	15/05/2026			A	RGK 07G	50	WALL ANGLE BUKIT	Rp4.234,2342	Rp4.700,00	0%	Rp211.711,71	Rp235.000,00			Sale; AKAR INDAH. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp23.288,29			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2433

ASTITI MERTA. UD		ASTITI MERTA. UD	JL KEBO IWA 198	DENPASAR				X	00004162	15/05/2026	0078		A	ATAP 109GBT	200	GO GREEN HIJAU 180 X 80	Rp46.846,8469	Rp52.000,00	0%	Rp9.369.369,37	Rp10.400.000,00			Sale; ASTITI MERTA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp1.030.630,63			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2668

ADI SEDANA, TABANAN		ADI SEDANA, TABANAN	JL KURU KASETRA NO 1 NYITDAH, KEDIRI	TABANAN				X	00004177	15/05/2026	2593		A	BOARD 028G	50	KALSILING 3,5 MM (120 X 240)	Rp56.756,7568	Rp63.000,00	0%	Rp2.837.837,84	Rp3.150.000,00			Sale; ADI SEDANA, TABANAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp312.162,16			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.800.000,00											002	*None	2394

JASA MANDIRI. UD		JASA MANDIRI. UD	JL. DI PONEGORO NO 52. TABANAN					X	00004178	15/05/2026	0254		A	BOARD 030G	50	KALSILING 3,5 MM (122 X 244)	Rp58.918,919	Rp65.400,00	0%	Rp2.945.945,95	Rp3.270.000,00			Sale; JASA MANDIRI. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp324.054,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3654

PELANGI NUSANTARA. CV		CASHBACK						X	00004181	15/05/2026	0208		A	PLP 197GBT	8	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.149.243,2438	Rp1.275.660,00	0%	Rp9.193.945,95	Rp10.205.280,00			Sale; PELANGI NUSANTARA. CV	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp1.011.334,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3364
PELANGI NUSANTARA. CV		CASHBACK						X	00004181	15/05/2026	0208		A	PLP 199G	12	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.353.621,6217	Rp1.502.520,00	0%	Rp16.243.459,46	Rp18.030.240,00			Sale; PELANGI NUSANTARA. CV	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp1.786.780,54			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3364

ADI DARMA JAYA MANDIRI. PT		ADI DARMA JAYA MANDIRI. PT	JL. RAYA PAYANGAN NO.8, BR.PANECA MELINGGIH					X	00004182	15/05/2026	2495		A	BOARD 028G	100	KALSILING 3,5 MM (120 X 240)	Rp54.954,955	Rp61.000,00	0%	Rp5.495.495,50	Rp6.100.000,00			Sale; ADI DARMA JAYA MANDIRI. PT	I KOMANG SUASTANA				PPN	Rp0,00	Rp604.504,50			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5166
ADI DARMA JAYA MANDIRI. PT		ADI DARMA JAYA MANDIRI. PT	JL. RAYA PAYANGAN NO.8, BR.PANECA MELINGGIH					X	00004182	15/05/2026	2495		A	ATAP 109GBT	100	GO GREEN HIJAU 180 X 80	Rp45.045,045	Rp50.000,00	0%	Rp4.504.504,50	Rp5.000.000,00			Sale; ADI DARMA JAYA MANDIRI. PT	I KOMANG SUASTANA				PPN	Rp0,00	Rp495.495,50			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5166

EKA NADI. UD		EKA NADI. UD	JL RAYA PAYANGAN	GIANYAR				X	00004183	15/05/2026	2490		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; EKA NADI. UD	I KOMANG SUASTANA				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp800.000,00											002	*None	3477

PURNA JAYA		PURNA JAYA	JL.PULAU BATANTA/ TUKAD BARU					X	00004123	16/05/2026	0045		A	BOARD 030G	70	KALSILING 3,5 MM (122 X 244)	Rp58.918,9189	Rp65.400,00	0%	Rp4.124.324,32	Rp4.578.000,00			Sale; PURNA JAYA	ACHMAD AFANDY				PPN	Rp0,00	Rp453.675,68			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5232

SARI MULYA. UD		SARI MULYA. UD	JL CIUNG WANARA, BLAHKIUH	BADUNG				X	00004201	16/05/2026	0210		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; SARI MULYA. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4298

KARYA WIDANA. UD		KARYA WIDANA. UD	JL. RAMA	KLUNGKUNG				X	00004164	18/05/2026	0121		A	RGK 061GBT	300	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5405	Rp11.700,00	0%	Rp3.162.162,16	Rp3.510.000,00			Sale; KARYA WIDANA. UD	ANGGA				PPN	Rp0,00	Rp347.837,84			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3742
KARYA WIDANA. UD		KARYA WIDANA. UD	JL. RAMA	KLUNGKUNG				X	00004164	18/05/2026	0121		A	BRL 013G	50	SHEDOWLINE BUKIT@ 3 M	Rp6.306,3064	Rp7.000,00	0%	Rp315.315,32	Rp350.000,00			Sale; KARYA WIDANA. UD	ANGGA				PPN	Rp0,00	Rp34.684,68			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3742
KARYA WIDANA. UD		KARYA WIDANA. UD	JL. RAMA	KLUNGKUNG				X	00004164	18/05/2026	0121		A	RGK 07G	50	WALL ANGLE BUKIT	Rp4.234,2342	Rp4.700,00	0%	Rp211.711,71	Rp235.000,00			Sale; KARYA WIDANA. UD	ANGGA				PPN	Rp0,00	Rp23.288,29			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3742
KARYA WIDANA. UD		KARYA WIDANA. UD	JL. RAMA	KLUNGKUNG				X	00004164	18/05/2026	0121		A	BRD 242GBT	60	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,045	Rp50.000,00	0%	Rp2.702.702,70	Rp3.000.000,00			Sale; KARYA WIDANA. UD	ANGGA				PPN	Rp0,00	Rp297.297,30			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3742

KIRANA ABADI. CV		CASHBACK						X	00004168	18/05/2026	0085		A	PLP 199G	10	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,865	Rp1.581.600,00	0%	Rp14.248.648,65	Rp15.816.000,00			Sale; KIRANA ABADI. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp1.567.351,35			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4989

DHARMA ABADI BANGUNAN		DHARMA ABADI BANGUNAN	JL. PRATAMA GG PENDIDIKAN NO. 19 TANJUNG BENOA					X	00004198	18/05/2026	0139		A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp49.549,5496	Rp55.000,00	0%	Rp2.477.477,48	Rp2.750.000,00			Sale; DHARMA ABADI BANGUNAN	ACHMAD AFANDY				PPN	Rp0,00	Rp272.522,52			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp1.000.000,00											002	*None	4861

KURNIA JAYA. UD		KURNIA JAYA. UD	JL LETDA KAJENG NO 20	DENPASAR				X	00004202	18/05/2026			A	RGK 042GBT	50	CHANAL BT30 C75A	Rp70.270,2702	Rp78.000,00	0%	Rp3.513.513,51	Rp3.900.000,00			Sale; KURNIA JAYA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp386.486,49			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3789

SARI AYU. UD		SARI AYU. UD	TUNJUK, MARGA, TABANAN					X	00004206	19/05/2026	0277		A	ATAP 077 GBT	50	TRIMDEK SILVER BD 0,25X6 MTR	Rp131.351,3514	Rp145.800,00	0%	Rp6.567.567,57	Rp7.290.000,00			Sale; SARI AYU. UD	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp722.432,43			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4270

PAK WES		PAK WES	JL. TUKAD BUHU	KARANGASEM				X	00004211	19/05/2026	120		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.909,91	Rp1.343.000,00	0%	Rp1.209.909,91	Rp1.343.000,00			Sale; PAK WES	ANGGA				PPN	Rp0,00	Rp133.090,09			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4028

SUMBER JAYA MAKMUR. CV		SUMBER JAYA MAKMUR. CV	MAHENDRADATA NO. 88 PADANGSAMBIAN, DENPASAR BARAT, BALI					X	00004213	19/05/2026	083		A	PLP 197GBT	3	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp3.629.189,19	Rp4.028.400,00			Sale; SUMBER JAYA MAKMUR. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp399.210,81			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4830
SUMBER JAYA MAKMUR. CV		SUMBER JAYA MAKMUR. CV	MAHENDRADATA NO. 88 PADANGSAMBIAN, DENPASAR BARAT, BALI					X	00004213	19/05/2026	083		A	PLP 199G	1	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,86	Rp1.581.600,00	0%	Rp1.424.864,86	Rp1.581.600,00			Sale; SUMBER JAYA MAKMUR. CV	WAYAN SUARTAMA				PPN	Rp0,00	Rp156.735,14			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4830

BANDAR BANGUNAN ( PARMADI I MADE )		BANDAR BANGUNAN ( PARMADI I MADE )	JL BELIMBING GANG H  NO 1 DANGIN PURI KAJA	DENPASAR UTARA				X	00004217	19/05/2026	084		A	BRD 242GBT	30	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,045	Rp50.000,00	0%	Rp1.351.351,35	Rp1.500.000,00			Sale; BANDAR BANGUNAN ( PARMADI I MADE )	WAYAN SUARTAMA				PPN	Rp0,00	Rp148.648,65			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2742

CANDI BALI		CANDI BALI	JL. SAYAN UBUD	GIANYAR				X	00004224	19/05/2026	175		A	ATAP 001G	230	ETER11 3,5 MM (80 X 180)	Rp33.333,3333	Rp37.000,00	0%	Rp7.666.666,67	Rp8.510.000,00			Sale; CANDI BALI	I KOMANG SUASTANA				PPN	Rp0,00	Rp843.333,33			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3272

MANIK MAS SEJAHTERA		MANIK MAS SEJAHTERA	JL. KARGO KENANGA, 1B, UBUNG - DENPASAR UTARA					X	00004265	19/05/2026			A	BOARD 116G	7	KALSIPLANK JT 8 MM (30 X 300)	Rp46.846,8471	Rp52.000,00	0%	Rp327.927,93	Rp364.000,00			Sale; MANIK MAS SEJAHTERA	WAYAN SUARTAMA				PPN	Rp0,00	Rp36.072,07			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5740

KURNIA JAYA. UD		KURNIA JAYA. UD	JL LETDA KAJENG NO 20	DENPASAR				X	00004287	19/05/2026			A	RGK 061GBT	150	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5405	Rp11.700,00	0%	Rp1.581.081,08	Rp1.755.000,00			Sale; KURNIA JAYA. UD	WAYAN SUARTAMA				PPN	Rp0,00	Rp173.918,92			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3789

PUTRA MANDIRI		PUTRA MANDIRI	JL. SINGAPADU, BR MUKTI GIANYAR					X	00004269	20/05/2026	0165		A	RGK 061GBT	100	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.810,8108	Rp12.000,00	0%	Rp1.081.081,08	Rp1.200.000,00			Sale; PUTRA MANDIRI	I KOMANG SUASTANA				PPN	Rp0,00	Rp118.918,92			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5248

ANEKA JAYA TOKO		ANEKA JAYA TOKO	JL. SMK 1 BLAHBATUH	GIANYAR				X	00004270	20/05/2026	0168		A	RGK 07G	50	WALL ANGLE BUKIT	Rp4.234,2342	Rp4.700,00	0%	Rp211.711,71	Rp235.000,00			Sale; ANEKA JAYA TOKO	I KOMANG SUASTANA				PPN	Rp0,00	Rp23.288,29			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2470
ANEKA JAYA TOKO		ANEKA JAYA TOKO	JL. SMK 1 BLAHBATUH	GIANYAR				X	00004270	20/05/2026	0168		A	TPG 011G	10	CORNICE ADH APLUS @ 20 KG	Rp58.558,559	Rp65.000,00	0%	Rp585.585,59	Rp650.000,00			Sale; ANEKA JAYA TOKO	I KOMANG SUASTANA				PPN	Rp0,00	Rp64.414,41			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2470
ANEKA JAYA TOKO		ANEKA JAYA TOKO	JL. SMK 1 BLAHBATUH	GIANYAR				X	00004270	20/05/2026	0168		A	RGK 061GBT	200	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.360,3604	Rp11.500,00	0%	Rp2.072.072,07	Rp2.300.000,00			Sale; ANEKA JAYA TOKO	I KOMANG SUASTANA				PPN	Rp0,00	Rp227.927,93			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2470
ANEKA JAYA TOKO		ANEKA JAYA TOKO	JL. SMK 1 BLAHBATUH	GIANYAR				X	00004270	20/05/2026	0168		A	RGK 060GBT	100	HOLLOW BUKIT 0,30 4X4 PJ 4 MTR	Rp12.612,6126	Rp14.000,00	0%	Rp1.261.261,26	Rp1.400.000,00			Sale; ANEKA JAYA TOKO	I KOMANG SUASTANA				PPN	Rp0,00	Rp138.738,74			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	2470

RATNA MANDIRI		RATNA MANDIRI	JL. SEDIAAN AYUNG, DAWAN KLOD					X	00004272	20/05/2026	0122		A	ATAP 077 GBT	50	TRIMDEK SILVER BD 0,25X6 MTR	Rp129.729,7298	Rp144.000,00	0%	Rp6.486.486,49	Rp7.200.000,00			Sale; RATNA MANDIRI	ANGGA				PPN	Rp0,00	Rp713.513,51			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5265

GUNA PERMANA		GUNA PERMANA	JL. RAYA GUNAKSA, KLUNGKUNG					X	00004274	20/05/2026	0140		A	PLP 199G	4	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.425.225,225	Rp1.582.000,00	0%	Rp5.700.900,90	Rp6.328.000,00			Sale; GUNA PERMANA	ANGGA				PPN	Rp0,00	Rp627.099,10			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3545

MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00004278	20/05/2026	2892 & 2871		A	BRD 242GBT	50	GYPS E-BOARD 9 MM (120 X 240)	Rp45.045,045	Rp50.000,00	0%	Rp2.252.252,25	Rp2.500.000,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp247.747,75			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.000.000,00											002	*None	3953
MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00004278	20/05/2026	2892 & 2871		A	ATAP 311 GBT	25	TRIMDEK SILVER BKT0,25X 6,2MTR	Rp154.720,7208	Rp171.740,00	0%	Rp3.868.018,02	Rp4.293.500,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp425.481,98			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.000.000,00											002	*None	3953
MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00004278	20/05/2026	2892 & 2871		A	RGK 061GBT	200	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5406	Rp11.700,00	0%	Rp2.108.108,11	Rp2.340.000,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp231.891,89			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.000.000,00											002	*None	3953
MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00004278	20/05/2026	2892 & 2871		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.000.000,00											002	*None	3953
MULAWARMAN. UD		MULAWARMAN. UD	SEBELAH TIMUR PASAR MAMBAL	BADUNG				X	00004278	20/05/2026	2892 & 2871		A	PLP 199G	2	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,865	Rp1.581.600,00	0%	Rp2.849.729,73	Rp3.163.200,00			Sale; MULAWARMAN. UD	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp313.470,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.000.000,00											002	*None	3953

MANDIRI, TONJA		MANDIRI, TONJA	JL KEMUDA NO 44 TONJA	DENPASAR				X	00004279	20/05/2026	0211		A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.729,73	Rp1.342.800,00	0%	Rp1.209.729,73	Rp1.342.800,00			Sale; MANDIRI, TONJA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp133.070,27			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3850
MANDIRI, TONJA		MANDIRI, TONJA	JL KEMUDA NO 44 TONJA	DENPASAR				X	00004279	20/05/2026	0211		A	PLP 199G	1	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,86	Rp1.581.600,00	0%	Rp1.424.864,86	Rp1.581.600,00			Sale; MANDIRI, TONJA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp156.735,14			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3850

SARI DANA, SEDANG		SARI DANA, SEDANG	JL.RAYA SEDANG					X	00004280	20/05/2026	0212		A	RGK 005 GBT	30	RENG BUKIT R30 - 35	Rp27.297,2973	Rp30.300,00	0%	Rp818.918,92	Rp909.000,00			Sale; SARI DANA, SEDANG	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp90.081,08			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4273

DANA SARI III		DANA SARI III	JL JAGA PATI	BADUNG				X	00004282	20/05/2026	2899		A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp58.918,9189	Rp65.400,00	0%	Rp5.891.891,89	Rp6.540.000,00			Sale; DANA SARI III	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp648.108,11			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3386

MERTA NIAGA		MERTA NIAGA	JL.ULUWATU	NUSA DUA				X	00004284	20/05/2026	0039		A	PLP 199G	6	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,865	Rp1.581.600,00	0%	Rp8.549.189,19	Rp9.489.600,00			Sale; MERTA NIAGA	ACHMAD AFANDY				PPN	Rp0,00	Rp940.410,81			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3915
MERTA NIAGA		MERTA NIAGA	JL.ULUWATU	NUSA DUA				X	00004284	20/05/2026	0039		A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp49.099,099	Rp54.500,00	0%	Rp2.454.954,95	Rp2.725.000,00			Sale; MERTA NIAGA	ACHMAD AFANDY				PPN	Rp0,00	Rp270.045,05			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	3915

MITRA PERKASA		KE JIMBARAN						X	00004285	20/05/2026	0044		A	RGK 005 GBT	100	RENG BUKIT R30 - 35	Rp27.477,4775	Rp30.500,00	0%	Rp2.747.747,75	Rp3.050.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp302.252,25			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5080
MITRA PERKASA		KE JIMBARAN						X	00004285	20/05/2026	0044		A	RGK 012 GBT	100	RENG R30-35 X 6 MTR A-SIMETRIS	Rp27.477,4775	Rp30.500,00	0%	Rp2.747.747,75	Rp3.050.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp302.252,25			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5080
MITRA PERKASA		KE JIMBARAN						X	00004285	20/05/2026	0044		A	RGK 061GBT	200	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp10.540,5405	Rp11.700,00	0%	Rp2.108.108,10	Rp2.340.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp231.891,90			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5080
MITRA PERKASA		KE JIMBARAN						X	00004285	20/05/2026	0044		A	RGK 07G	200	WALL ANGLE BUKIT	Rp4.504,5045	Rp5.000,00	0%	Rp900.900,90	Rp1.000.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp99.099,10			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5080
MITRA PERKASA		KE JIMBARAN						X	00004285	20/05/2026	0044		A	RGK 042GBT	50	CHANAL BT30 C75A	Rp70.270,2704	Rp78.000,00	0%	Rp3.513.513,52	Rp3.900.000,00			Sale; MITRA PERKASA	ACHMAD AFANDY				PPN	Rp0,00	Rp386.486,48			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	5080

DWI CANDRA JAYA. UD		DWI CANDRA JAYA. UD	JL. SATELIT 32 C	DENPASAR				X	00004338	20/05/2026			A	BOARD 030G	30	KALSILING 3,5 MM (122 X 244)	Rp60.090,09	Rp66.700,00	0%	Rp1.802.702,70	Rp2.001.000,00			Sale; DWI CANDRA JAYA. UD	ACHMAD AFANDY				PPN	Rp0,00	Rp198.297,30			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4872
DWI CANDRA JAYA. UD		DWI CANDRA JAYA. UD	JL. SATELIT 32 C	DENPASAR				X	00004338	20/05/2026			A	ATAP 078 GBT	20	TRIMDEK SILVER BD 0,25X6,2 MTR	Rp136.846,847	Rp151.900,00	0%	Rp2.736.936,94	Rp3.038.000,00			Sale; DWI CANDRA JAYA. UD	ACHMAD AFANDY				PPN	Rp0,00	Rp301.063,06			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4872
DWI CANDRA JAYA. UD		DWI CANDRA JAYA. UD	JL. SATELIT 32 C	DENPASAR				X	00004338	20/05/2026			A	TPG 011G	20	CORNICE ADH APLUS @ 20 KG	Rp58.558,5585	Rp65.000,00	0%	Rp1.171.171,17	Rp1.300.000,00			Sale; DWI CANDRA JAYA. UD	ACHMAD AFANDY				PPN	Rp0,00	Rp128.828,83			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp0,00											002	*None	4872

